key_value,flight_number,airline,flight_date,STD,Departure,ARRIVAL,IO
35371,DL7791,델타항공,2024-08-16,10:45:00,인천,나고야,출발
35372,JL5216,일본항공,2024-08-16,10:45:00,인천,나고야,출발
35373,KL4251,KLM네덜란드항공,2024-08-16,10:45:00,인천,나고야,출발
35374,OZ501,아시아나항공,2024-08-16,10:45:00,인천,파리/샤를드골,출발
35375,7C3102,제주항공,2024-08-16,10:40:00,인천,괌,출발
35376,7C1508,제주항공,2024-08-16,10:50:00,인천,오이타,출발
35377,H19751,한 에어,2024-08-16,10:50:00,인천,오이타,출발
35378,KE907,대한항공,2024-08-16,10:50:00,인천,런던/히드로,출발
35379,VS5501,버진 애트란틱항공,2024-08-16,10:50:00,인천,런던/히드로,출발
35380,AF267,에어 프랑스,2024-08-16,10:50:00,인천,파리/샤를드골,출발
35381,KE5901,대한항공,2024-08-16,10:50:00,인천,파리/샤를드골,출발
35382,KL2345,KLM네덜란드항공,2024-08-16,10:50:00,인천,파리/샤를드골,출발
35383,KE945,대한항공,2024-08-16,10:50:00,인천,프랑크푸르트,출발
35384,KE457,대한항공,2024-08-16,10:55:00,인천,다낭,출발
35385,VN3443,베트남항공,2024-08-16,10:55:00,인천,다낭,출발
35386,DL7809,델타항공,2024-08-16,10:55:00,인천,다낭,출발
35387,KC910,에어 아스타나,2024-08-16,10:55:00,인천,알마티,출발
35388,OZ6961,아시아나항공,2024-08-16,10:55:00,인천,알마티,출발
35389,CX6232,캐세이퍼시픽항공,2024-08-16,10:55:00,인천,알마티,출발
35390,7C2001,제주항공,2024-08-16,11:00:00,인천,마카오,출발
35391,H19849,한 에어,2024-08-16,11:00:00,인천,마카오,출발
35392,MH067,말레이시아 항공,2024-08-16,11:00:00,인천,쿠알라룸푸르,출발
35393,QR5459,카타르항공,2024-08-16,11:00:00,인천,쿠알라룸푸르,출발
35394,KE5671,대한항공,2024-08-16,11:00:00,인천,쿠알라룸푸르,출발
35395,UL2767,스리랑카항공,2024-08-16,11:00:00,인천,쿠알라룸푸르,출발
35396,VJ961,비엣젯항공,2024-08-16,11:05:00,인천,하노이,출발
35397,7C1602,제주항공,2024-08-16,11:10:00,인천,나고야,출발
35398,H19838,한 에어,2024-08-16,11:10:00,인천,나고야,출발
35399,KE901,대한항공,2024-08-16,11:10:00,인천,파리/샤를드골,출발
35400,AF5093,에어 프랑스,2024-08-16,11:10:00,인천,파리/샤를드골,출발
35401,KE897,대한항공,2024-08-16,11:10:00,인천,상하이/푸동,출발
35402,FM8756,상하이항공,2024-08-16,11:10:00,인천,상하이/푸동,출발
35403,MF9090,샤먼항공,2024-08-16,11:10:00,인천,상하이/푸동,출발
35404,MU8934,중국동방항공,2024-08-16,11:10:00,인천,상하이/푸동,출발
35405,SQ611,싱가포르항공,2024-08-16,11:10:00,인천,싱가포르,출발
35406,OZ6725,아시아나항공,2024-08-16,11:10:00,인천,싱가포르,출발
35407,UK8611,비스타라항공,2024-08-16,11:10:00,인천,싱가포르,출발
35408,VA5681,버진 오스트레일리아,2024-08-16,11:10:00,인천,싱가포르,출발
35409,XJ701,타이에어아시아엑스,2024-08-16,11:15:00,인천,방콕/수완나품,출발
35410,TW271,티웨이항공,2024-08-16,11:15:00,인천,오키나와,출발
35411,CX417,캐세이퍼시픽항공,2024-08-16,10:10:00,인천,홍콩,출발
35412,QF8228,콴타스항공,2024-08-16,10:10:00,인천,홍콩,출발
35413,VN431,베트남항공,2024-08-16,11:20:00,인천,다낭,출발
35414,KE5673,대한항공,2024-08-16,11:20:00,인천,다낭,출발
35415,7C3472,제주항공,2024-08-16,11:05:00,인천,사이판,출발
35416,CZ686,중국남방항공,2024-08-16,11:25:00,인천,다롄(대련),출발
35417,GA871,가루다인도네시아,2024-08-16,11:25:00,인천,덴파사르,출발
35418,KE5629,대한항공,2024-08-16,11:25:00,인천,덴파사르,출발
35419,UA806,유나이티드항공,2024-08-16,11:30:00,인천,샌프란시스코,출발
35420,OZ6620,아시아나항공,2024-08-16,11:30:00,인천,샌프란시스코,출발
35421,TK021,터키항공,2024-08-16,10:30:00,인천,이스탄불,출발
35422,OZ6933,아시아나항공,2024-08-16,10:30:00,인천,이스탄불,출발
35423,PK5021,파키스탄 국제 항공,2024-08-16,10:30:00,인천,이스탄불,출발
35424,ZA216,스카이 앙코르 항공,2024-08-16,11:35:00,인천,프놈펜,출발
35425,BX158,에어부산,2024-08-16,11:35:00,인천,후쿠오카,출발
35426,GA879,가루다인도네시아,2024-08-16,10:35:00,인천,자카르타/수카르노하타,출발
35427,KE5643,대한항공,2024-08-16,10:35:00,인천,자카르타/수카르노하타,출발
35428,AM091,아에로멕시코,2024-08-16,11:40:00,인천,멕시코시티,출발
35429,TW421,티웨이항공,2024-08-16,11:40:00,인천,신 울란바토르,출발
35430,LH719,루프트한자 독일항공,2024-08-16,11:40:00,인천,뮌헨,출발
35431,SC8002,산동항공,2024-08-16,11:45:00,인천,지난,출발
35432,CA8874,중국국제항공,2024-08-16,11:45:00,인천,지난,출발
35433,OZ6701,아시아나항공,2024-08-16,11:45:00,인천,지난,출발
35434,GS7994,천진항공,2024-08-16,11:45:00,인천,톈진,출발
35435,VJ863,비엣젯항공,2024-08-16,11:40:00,인천,호찌민,출발
35436,KE915,대한항공,2024-08-16,11:50:00,인천,바르셀로나,출발
35437,UX3602,에어 유로파,2024-08-16,11:50:00,인천,바르셀로나,출발
35438,KE925,대한항공,2024-08-16,11:50:00,인천,암스테르담,출발
35439,KL0200,KLM네덜란드항공,2024-08-16,11:50:00,인천,암스테르담,출발
35440,7C2901,제주항공,2024-08-16,10:40:00,인천,다낭,출발
35441,H19875,한 에어,2024-08-16,10:40:00,인천,다낭,출발
35442,MU550,중국동방항공,2024-08-16,11:55:00,인천,옌타이,출발
35443,KE5847,대한항공,2024-08-16,11:55:00,인천,옌타이,출발
35444,MU2040,중국동방항공,2024-08-16,12:00:00,인천,칭다오,출발
35445,FM3078,상하이항공,2024-08-16,12:00:00,인천,칭다오,출발
35446,KE5853,대한항공,2024-08-16,12:00:00,인천,칭다오,출발
35447,KE107,대한항공,2024-08-16,12:00:00,인천,항저우,출발
35448,MF9598,샤먼항공,2024-08-16,12:00:00,인천,항저우,출발
35449,MU8960,중국동방항공,2024-08-16,12:00:00,인천,항저우,출발
35450,LJ303,진에어,2024-08-16,11:30:00,인천,삿포로,출발
35451,LJ263,진에어,2024-08-16,12:00:00,인천,후쿠오카,출발
35452,KE5075,대한항공,2024-08-16,12:00:00,인천,후쿠오카,출발
35453,BR169,에바항공,2024-08-16,12:00:00,인천,타이베이,출발
35454,NZ4929,에어 뉴질랜드,2024-08-16,12:00:00,인천,타이베이,출발
35455,OZ6873,아시아나항공,2024-08-16,12:00:00,인천,타이베이,출발
35456,TG6397,타이항공,2024-08-16,12:00:00,인천,타이베이,출발
35457,CI165,중화항공,2024-08-16,12:05:00,인천,가오슝,출발
35458,KE5699,대한항공,2024-08-16,12:05:00,인천,가오슝,출발
35459,LJ351,진에어,2024-08-16,12:10:00,인천,키타큐슈,출발
35460,MU580,중국동방항공,2024-08-16,12:15:00,인천,난징,출발
35461,KE5859,대한항공,2024-08-16,12:15:00,인천,난징,출발
35462,OZ339,아시아나항공,2024-08-16,12:15:00,인천,하얼빈,출발
35463,SC4610,산동항공,2024-08-16,12:15:00,인천,칭다오,출발
35464,OZ6709,아시아나항공,2024-08-16,12:15:00,인천,칭다오,출발
35465,CA8888,중국국제항공,2024-08-16,12:15:00,인천,칭다오,출발
35466,OZ349,아시아나항공,2024-08-16,12:20:00,인천,난징,출발
35467,7C1902,제주항공,2024-08-16,12:20:00,인천,삿포로,출발
35468,H19848,한 에어,2024-08-16,12:20:00,인천,삿포로,출발
35469,OZ521,아시아나항공,2024-08-16,12:20:00,인천,런던/히드로,출발
35470,TW283,티웨이항공,2024-08-16,12:05:00,인천,오사카/ 간사이,출발
35471,OZ134,아시아나항공,2024-08-16,12:30:00,인천,후쿠오카,출발
35472,EY8467,에티하드 항공,2024-08-16,12:30:00,인천,후쿠오카,출발
35473,NH6960,전일본공수 주식회사,2024-08-16,12:30:00,인천,후쿠오카,출발
35474,TK8094,터키항공,2024-08-16,12:30:00,인천,후쿠오카,출발
35475,KE769,대한항공,2024-08-16,12:35:00,인천,삿포로,출발
35476,KL4247,KLM네덜란드항공,2024-08-16,12:35:00,인천,삿포로,출발
35477,DL7933,델타항공,2024-08-16,12:35:00,인천,삿포로,출발
35478,JL4247,일본항공,2024-08-16,12:35:00,인천,삿포로,출발
35479,CI161,중화항공,2024-08-16,12:35:00,인천,타이베이,출발
35480,DL7718,델타항공,2024-08-16,12:35:00,인천,타이베이,출발
35481,AF4160,에어 프랑스,2024-08-16,12:35:00,인천,타이베이,출발
35482,HA2871,하와이안 항공,2024-08-16,12:35:00,인천,타이베이,출발
35483,BX174,에어부산,2024-08-16,12:40:00,인천,오사카/ 간사이,출발
35484,MU5072,중국동방항공,2024-08-16,12:40:00,인천,항저우,출발
35485,KE5877,대한항공,2024-08-16,12:40:00,인천,항저우,출발
35486,KE803,대한항공,2024-08-16,12:40:00,인천,톈진,출발
35487,LJ357,진에어,2024-08-16,12:40:00,인천,미야코지마/시모지시마,출발
35488,UO619,홍콩익스프레스,2024-08-16,12:45:00,인천,홍콩,출발
35489,CZ314,중국남방항공,2024-08-16,12:45:00,인천,상하이/푸동,출발
35490,CZ6088,중국남방항공,2024-08-16,12:45:00,인천,목단강,출발
35491,CA172,중국국제항공,2024-08-16,12:45:00,인천,톈진,출발
35492,OZ6811,아시아나항공,2024-08-16,12:45:00,인천,톈진,출발
35493,CZ682,중국남방항공,2024-08-16,12:50:00,인천,선양(심양),출발
35494,OZ333,아시아나항공,2024-08-16,12:50:00,인천,베이징/서우두,출발
35495,CA5004,중국국제항공,2024-08-16,12:50:00,인천,베이징/서우두,출발
35496,YP101,에어프레미아,2024-08-16,12:50:00,인천,로스앤젤레스,출발
35497,ZG042,집에어,2024-08-16,12:55:00,인천,도쿄/나리타,출발
35498,Z2885,필리핀에어아시아,2024-08-16,12:55:00,인천,마닐라,출발
35499,LH713,루프트한자 독일항공,2024-08-16,12:25:00,인천,프랑크푸르트,출발
35500,KE869,대한항공,2024-08-16,13:00:00,인천,다롄(대련),출발
35501,MU8958,중국동방항공,2024-08-16,13:00:00,인천,다롄(대련),출발
35502,OZ359,아시아나항공,2024-08-16,12:30:00,인천,항저우,출발
35503,HO3101,길상항공,2024-08-16,12:30:00,인천,항저우,출발
35504,CA5018,중국국제항공,2024-08-16,12:30:00,인천,항저우,출발
35505,7C1704,제주항공,2024-08-16,13:05:00,인천,마쓰야마,출발
35506,H19842,한 에어,2024-08-16,13:05:00,인천,마쓰야마,출발
35507,TW671,티웨이항공,2024-08-16,13:05:00,인천,가오슝,출발
35508,MU5042,중국동방항공,2024-08-16,12:55:00,인천,상하이/푸동,출발
35509,FM3068,상하이항공,2024-08-16,12:55:00,인천,상하이/푸동,출발
35510,KE5857,대한항공,2024-08-16,12:55:00,인천,상하이/푸동,출발
35511,MU2034,중국동방항공,2024-08-16,13:10:00,인천,칭다오,출발
35512,KE5843,대한항공,2024-08-16,13:10:00,인천,칭다오,출발
35513,FM3080,상하이항공,2024-08-16,13:10:00,인천,칭다오,출발
35514,OZ561,아시아나항공,2024-08-16,12:20:00,인천,로마,출발
35515,BX188,에어부산,2024-08-16,13:15:00,인천,삿포로,출발
35516,RS713,에어서울,2024-08-16,13:15:00,인천,오사카/ 간사이,출발
35517,CZ688,중국남방항공,2024-08-16,13:20:00,인천,창춘,출발
35518,KE931,대한항공,2024-08-16,13:20:00,인천,로마,출발
35519,AZ7687,ITA항공,2024-08-16,13:20:00,인천,로마,출발
35520,KE843,대한항공,2024-08-16,13:05:00,인천,칭다오,출발
35521,MU8938,중국동방항공,2024-08-16,13:05:00,인천,칭다오,출발
35522,CA140,중국국제항공,2024-08-16,13:20:00,인천,항저우,출발
35523,OZ6827,아시아나항공,2024-08-16,13:20:00,인천,항저우,출발
35524,SC126,산동항공,2024-08-16,13:20:00,인천,항저우,출발
35525,KE175,대한항공,2024-08-16,13:25:00,인천,홍콩,출발
35526,DL7909,델타항공,2024-08-16,13:25:00,인천,홍콩,출발
35527,LJ235,진에어,2024-08-16,13:25:00,인천,오사카/ 간사이,출발
35528,KE5073,대한항공,2024-08-16,13:25:00,인천,오사카/ 간사이,출발
35529,RS745,에어서울,2024-08-16,13:25:00,인천,요나고,출발
35530,7C1802,제주항공,2024-08-16,13:30:00,인천,오키나와,출발
35531,H19844,한 에어,2024-08-16,13:30:00,인천,오키나와,출발
35532,MF872,샤먼항공,2024-08-16,13:30:00,인천,샤먼,출발
35533,KE695,대한항공,2024-08-16,13:35:00,인천,카트만두,출발
35534,CX439,캐세이퍼시픽항공,2024-08-16,13:35:00,인천,홍콩,출발
35535,QF8231,콴타스항공,2024-08-16,13:35:00,인천,홍콩,출발
35536,QR5813,카타르항공,2024-08-16,13:35:00,인천,홍콩,출발
35537,KE955,대한항공,2024-08-16,13:40:00,인천,이스탄불,출발
35538,KE927,대한항공,2024-08-16,13:40:00,인천,밀라노,출발
35539,AZ7685,ITA항공,2024-08-16,13:40:00,인천,밀라노,출발
35540,KE951,대한항공,2024-08-16,13:45:00,인천,두바이,출발
35541,SV6612,사우디아항공,2024-08-16,13:45:00,인천,두바이,출발
35542,EK3483,에미레이트항공,2024-08-16,13:45:00,인천,두바이,출발
35543,KE789,대한항공,2024-08-16,13:50:00,인천,후쿠오카,출발
35544,AF7895,에어 프랑스,2024-08-16,13:50:00,인천,후쿠오카,출발
35545,DL7799,델타항공,2024-08-16,13:50:00,인천,후쿠오카,출발
35546,EY8502,에티하드 항공,2024-08-16,13:50:00,인천,후쿠오카,출발
35547,JL5222,일본항공,2024-08-16,13:50:00,인천,후쿠오카,출발
35548,KL9841,KLM네덜란드항공,2024-08-16,13:50:00,인천,후쿠오카,출발
35549,7C1512,제주항공,2024-08-16,13:55:00,인천,히로시마,출발
35550,H19792,한 에어,2024-08-16,13:55:00,인천,히로시마,출발
35551,OZ365,아시아나항공,2024-08-16,14:00:00,인천,상하이/푸동,출발
35552,SC4612,산동항공,2024-08-16,14:00:00,인천,칭다오,출발
35553,OZ6711,아시아나항공,2024-08-16,14:00:00,인천,칭다오,출발
35554,CA8856,중국국제항공,2024-08-16,14:00:00,인천,칭다오,출발
35555,OZ114,아시아나항공,2024-08-16,14:05:00,인천,오사카/ 간사이,출발
35556,NZ4050,에어 뉴질랜드,2024-08-16,14:05:00,인천,오사카/ 간사이,출발
35557,EY8449,에티하드 항공,2024-08-16,14:05:00,인천,오사카/ 간사이,출발
35558,NH6954,전일본공수 주식회사,2024-08-16,14:05:00,인천,오사카/ 간사이,출발
35559,TW669,티웨이항공,2024-08-16,14:10:00,인천,타이중/칭촨강,출발
35560,MU5022,중국동방항공,2024-08-16,14:15:00,인천,시안,출발
35561,FM3082,상하이항공,2024-08-16,14:15:00,인천,시안,출발
35562,KE5871,대한항공,2024-08-16,14:15:00,인천,시안,출발
35563,MU2018,중국동방항공,2024-08-16,14:15:00,인천,웨이하이,출발
35564,KE5849,대한항공,2024-08-16,14:15:00,인천,웨이하이,출발
35565,OZ713,아시아나항공,2024-08-16,14:15:00,인천,타이베이,출발
35566,BR2149,에바항공,2024-08-16,14:15:00,인천,타이베이,출발
35567,NX821,에어마카오,2024-08-16,14:15:00,인천,마카오,출발
35568,OZ6867,아시아나항공,2024-08-16,14:15:00,인천,마카오,출발
35569,CA144,중국국제항공,2024-08-16,14:20:00,인천,옌지(연길),출발
35570,OZ6825,아시아나항공,2024-08-16,14:20:00,인천,옌지(연길),출발
35571,7C1604,제주항공,2024-08-16,14:25:00,인천,나고야,출발
35572,H19928,한 에어,2024-08-16,14:25:00,인천,나고야,출발
35573,RS723,에어서울,2024-08-16,14:25:00,인천,후쿠오카,출발
35574,MU5062,중국동방항공,2024-08-16,14:30:00,인천,상하이/푸동,출발
35575,KE5863,대한항공,2024-08-16,14:30:00,인천,상하이/푸동,출발
35576,FM3074,상하이항공,2024-08-16,14:30:00,인천,상하이/푸동,출발
35577,KE017,대한항공,2024-08-16,14:30:00,인천,로스앤젤레스,출발
35578,AM6702,아에로멕시코,2024-08-16,14:30:00,인천,로스앤젤레스,출발
35579,DL7835,델타항공,2024-08-16,14:30:00,인천,로스앤젤레스,출발
35580,LA8428,란항공,2024-08-16,14:30:00,인천,로스앤젤레스,출발
35581,CA740,중국국제항공,2024-08-16,14:30:00,인천,원저우,출발
35582,CZ6074,중국남방항공,2024-08-16,14:35:00,인천,옌지(연길),출발
35583,KE833,대한항공,2024-08-16,14:35:00,인천,선양(심양),출발
35584,MU8964,중국동방항공,2024-08-16,14:35:00,인천,선양(심양),출발
35585,ZH628,심천항공,2024-08-16,14:35:00,인천,우시,출발
35586,CA3828,중국국제항공,2024-08-16,14:35:00,인천,우시,출발
35587,ZE643,이스타항공,2024-08-16,14:40:00,인천,후쿠오카,출발
35588,LJ237,진에어,2024-08-16,14:40:00,인천,오사카/ 간사이,출발
35589,CA124,중국국제항공,2024-08-16,13:05:00,인천,베이징/서우두,출발
35590,SC124,산동항공,2024-08-16,13:05:00,인천,베이징/서우두,출발
35591,OZ6807,아시아나항공,2024-08-16,13:05:00,인천,베이징/서우두,출발
35592,CA440,중국국제항공,2024-08-16,14:40:00,인천,충칭,출발
35593,SC128,산동항공,2024-08-16,14:40:00,인천,충칭,출발
35594,OZ6847,아시아나항공,2024-08-16,14:40:00,인천,충칭,출발
35595,TW293,티웨이항공,2024-08-16,14:45:00,인천,후쿠오카,출발
35596,KE9761,대한항공,2024-08-16,14:45:00,인천,삿포로,출발
35597,KE643,대한항공,2024-08-16,14:45:00,인천,싱가포르,출발
35598,DL7819,델타항공,2024-08-16,14:45:00,인천,싱가포르,출발
35599,OZ202,아시아나항공,2024-08-16,14:40:00,인천,로스앤젤레스,출발
35600,CM8000,코파항공,2024-08-16,14:40:00,인천,로스앤젤레스,출발
35601,SQ5702,싱가포르항공,2024-08-16,14:40:00,인천,로스앤젤레스,출발
35602,TG6737,타이항공,2024-08-16,14:40:00,인천,로스앤젤레스,출발
35603,UA7285,유나이티드항공,2024-08-16,14:40:00,인천,로스앤젤레스,출발
35604,CZ3090,중국남방항공,2024-08-16,14:50:00,인천,선전,출발
35605,CA402,중국국제항공,2024-08-16,14:55:00,인천,청두/톈푸,출발
35606,OZ6831,아시아나항공,2024-08-16,14:55:00,인천,청두/톈푸,출발
35607,OM302,몽골항공,2024-08-16,14:20:00,인천,신 울란바토르,출발
35608,KE5867,대한항공,2024-08-16,14:20:00,인천,신 울란바토르,출발
35609,UO631,홍콩익스프레스,2024-08-16,14:35:00,인천,홍콩,출발
35610,KE627,대한항공,2024-08-16,15:05:00,인천,자카르타/수카르노하타,출발
35611,GA9963,가루다인도네시아,2024-08-16,15:05:00,인천,자카르타/수카르노하타,출발
35612,DL7913,델타항공,2024-08-16,15:05:00,인천,자카르타/수카르노하타,출발
35613,ZH634,심천항공,2024-08-16,15:05:00,인천,선전,출발
35614,OZ6883,아시아나항공,2024-08-16,15:05:00,인천,선전,출발
35615,CA3844,중국국제항공,2024-08-16,15:05:00,인천,선전,출발
35616,7C1282,제주항공,2024-08-16,15:10:00,인천,시즈오카,출발
35617,H19960,한 에어,2024-08-16,15:10:00,인천,시즈오카,출발
35618,RS715,에어서울,2024-08-16,15:15:00,인천,오사카/ 간사이,출발
35619,ZE613,이스타항공,2024-08-16,15:15:00,인천,오사카/ 간사이,출발
35620,CZ338,중국남방항공,2024-08-16,15:15:00,인천,광저우,출발
35621,KE725,대한항공,2024-08-16,15:15:00,인천,오사카/ 간사이,출발
35622,DL7787,델타항공,2024-08-16,15:15:00,인천,오사카/ 간사이,출발
35623,EY8487,에티하드 항공,2024-08-16,15:15:00,인천,오사카/ 간사이,출발
35624,JL5212,일본항공,2024-08-16,15:15:00,인천,오사카/ 간사이,출발
35625,OM6705,몽골항공,2024-08-16,15:15:00,인천,오사카/ 간사이,출발
35626,MM706,피치항공,2024-08-16,15:20:00,인천,오사카/ 간사이,출발
35627,OZ761,아시아나항공,2024-08-16,15:20:00,인천,자카르타/수카르노하타,출발
35628,SC4614,산동항공,2024-08-16,15:30:00,인천,칭다오,출발
35629,OZ6715,아시아나항공,2024-08-16,15:30:00,인천,칭다오,출발
35630,CA8892,중국국제항공,2024-08-16,15:30:00,인천,칭다오,출발
35631,HX629,홍콩항공,2024-08-16,14:45:00,인천,홍콩,출발
35632,OZ9293,아시아나항공,2024-08-16,14:45:00,인천,홍콩,출발
35633,7C1404,제주항공,2024-08-16,15:30:00,인천,후쿠오카,출발
35634,H19830,한 에어,2024-08-16,15:30:00,인천,후쿠오카,출발
35635,TW285,티웨이항공,2024-08-16,15:40:00,인천,오사카/ 간사이,출발
35636,MU2074,중국동방항공,2024-08-16,15:40:00,인천,베이징/다싱,출발
35637,7C8903,제주항공,2024-08-16,15:50:00,인천,옌지(연길),출발
35638,H19891,한 에어,2024-08-16,15:50:00,인천,옌지(연길),출발
35639,BX176,에어부산,2024-08-16,15:55:00,인천,오사카/ 간사이,출발
35640,MU268,중국동방항공,2024-08-16,15:55:00,인천,옌타이,출발
35641,KE5851,대한항공,2024-08-16,15:55:00,인천,옌타이,출발
35642,MU892,중국동방항공,2024-08-16,15:55:00,인천,옌지(연길),출발
35643,KE5873,대한항공,2024-08-16,15:55:00,인천,옌지(연길),출발
35644,LJ265,진에어,2024-08-16,15:55:00,인천,후쿠오카,출발
35645,KE5077,대한항공,2024-08-16,15:55:00,인천,후쿠오카,출발
35646,HB761,그레이터베이항공,2024-08-16,15:40:00,인천,홍콩,출발
35647,KE2417,대한항공,2024-08-16,16:00:00,인천,방콕/수완나품,출발
35648,KE023,대한항공,2024-08-16,16:00:00,인천,샌프란시스코,출발
35649,DL7860,델타항공,2024-08-16,16:00:00,인천,샌프란시스코,출발
35650,KE2418,대한항공,2024-08-16,16:00:00,인천,암스테르담,출발
35651,KE2419,대한항공,2024-08-16,16:00:00,인천,하노이,출발
35652,CX411,캐세이퍼시픽항공,2024-08-16,15:10:00,인천,홍콩,출발
35653,QR3499,카타르항공,2024-08-16,15:10:00,인천,홍콩,출발
35654,QF8224,콴타스항공,2024-08-16,15:10:00,인천,홍콩,출발
35655,AA8894,아메리칸항공,2024-08-16,15:10:00,인천,홍콩,출발
35656,7C1406,제주항공,2024-08-16,16:05:00,인천,후쿠오카,출발
35657,H19832,한 에어,2024-08-16,16:05:00,인천,후쿠오카,출발
35658,LJ239,진에어,2024-08-16,16:05:00,인천,오사카/ 간사이,출발
35659,LJ347,진에어,2024-08-16,16:05:00,인천,나고야,출발
35660,KE5081,대한항공,2024-08-16,16:05:00,인천,나고야,출발
35661,ZE581,이스타항공,2024-08-16,16:10:00,인천,푸꾸옥,출발
35662,KE187,대한항공,2024-08-16,16:10:00,인천,타이베이,출발
35663,DL7777,델타항공,2024-08-16,16:10:00,인천,타이베이,출발
35664,CI9067,중화항공,2024-08-16,16:10:00,인천,타이베이,출발
35665,M0602,에어로 몽골리아,2024-08-16,16:10:00,인천,신 울란바토르,출발
35666,OZ751,아시아나항공,2024-08-16,16:10:00,인천,싱가포르,출발
35667,SQ5751,싱가포르항공,2024-08-16,16:10:00,인천,싱가포르,출발
35668,MU5034,중국동방항공,2024-08-16,16:20:00,인천,상하이/푸동,출발
35669,FM3072,상하이항공,2024-08-16,16:20:00,인천,상하이/푸동,출발
35670,KE5885,대한항공,2024-08-16,16:20:00,인천,상하이/푸동,출발
35671,KE671,대한항공,2024-08-16,16:20:00,인천,쿠알라룸푸르,출발
35672,DL7911,델타항공,2024-08-16,16:20:00,인천,쿠알라룸푸르,출발
35673,MH5621,말레이시아 항공,2024-08-16,16:20:00,인천,쿠알라룸푸르,출발
35674,OM304,몽골항공,2024-08-16,16:20:00,인천,신 울란바토르,출발
35675,DL188,델타항공,2024-08-16,16:25:00,인천,애틀랜타,출발
35676,KE5039,대한항공,2024-08-16,16:25:00,인천,애틀랜타,출발
35677,OZ124,아시아나항공,2024-08-16,16:00:00,인천,나고야,출발
35678,EY8471,에티하드 항공,2024-08-16,16:00:00,인천,나고야,출발
35679,NH6966,전일본공수 주식회사,2024-08-16,16:00:00,인천,나고야,출발
35680,TK8092,터키항공,2024-08-16,16:00:00,인천,나고야,출발
35681,MU560,중국동방항공,2024-08-16,16:35:00,인천,칭다오,출발
35682,FM3084,상하이항공,2024-08-16,16:35:00,인천,칭다오,출발
35683,KE5841,대한항공,2024-08-16,16:35:00,인천,칭다오,출발
35684,OZ573,아시아나항공,2024-08-16,16:35:00,인천,타슈켄트,출발
35685,KE041,대한항공,2024-08-16,16:35:00,인천,시애틀,출발
35686,EY8493,에티하드 항공,2024-08-16,16:35:00,인천,시애틀,출발
35687,DL7837,델타항공,2024-08-16,16:35:00,인천,시애틀,출발
35688,ZH632,심천항공,2024-08-16,16:40:00,인천,선전,출발
35689,OZ6881,아시아나항공,2024-08-16,16:40:00,인천,선전,출발
35690,CA3862,중국국제항공,2024-08-16,16:40:00,인천,선전,출발
35691,SC4616,산동항공,2024-08-16,16:45:00,인천,칭다오,출발
35692,OZ6713,아시아나항공,2024-08-16,16:45:00,인천,칭다오,출발
35693,CA8860,중국국제항공,2024-08-16,16:45:00,인천,칭다오,출발
35694,SQ601,싱가포르항공,2024-08-16,16:45:00,인천,싱가포르,출발
35695,VA5671,버진 오스트레일리아,2024-08-16,16:45:00,인천,싱가포르,출발
35696,OZ6789,아시아나항공,2024-08-16,16:45:00,인천,싱가포르,출발
35697,UA892,유나이티드항공,2024-08-16,16:50:00,인천,샌프란시스코,출발
35698,OZ6614,아시아나항공,2024-08-16,16:50:00,인천,샌프란시스코,출발
35699,9C8560,춘추항공,2024-08-16,16:55:00,인천,상하이/푸동,출발
35700,7C1306,제주항공,2024-08-16,17:00:00,인천,오사카/ 간사이,출발
35701,H19815,한 에어,2024-08-16,17:00:00,인천,오사카/ 간사이,출발
35702,LJ267,진에어,2024-08-16,17:00:00,인천,후쿠오카,출발
35703,8M802,미얀마국제항공,2024-08-16,17:05:00,인천,양곤,출발
35704,CZ3062,중국남방항공,2024-08-16,16:45:00,인천,광저우,출발
35705,LJ009,진에어,2024-08-16,17:10:00,인천,치앙마이,출발
35706,KE5089,대한항공,2024-08-16,17:10:00,인천,치앙마이,출발
35707,KE1415,대한항공,2024-08-16,17:10:00,인천,김해,출발
35708,DL7878,델타항공,2024-08-16,17:10:00,인천,김해,출발
35709,AF5391,에어 프랑스,2024-08-16,17:10:00,인천,김해,출발
35710,AZ2778,ITA항공,2024-08-16,17:10:00,인천,김해,출발
35711,SV6614,사우디아항공,2024-08-16,17:10:00,인천,김해,출발
35712,LJ131,진에어,2024-08-16,17:15:00,인천,코타키나발루,출발
35713,KE5761,대한항공,2024-08-16,17:15:00,인천,코타키나발루,출발
35714,BX747,에어부산,2024-08-16,17:15:00,인천,방콕/수완나품,출발
35715,MF878,샤먼항공,2024-08-16,17:20:00,인천,푸저우,출발
35716,LJ005,진에어,2024-08-16,17:25:00,인천,푸켓,출발
35717,KE5067,대한항공,2024-08-16,17:25:00,인천,푸켓,출발
35718,AA280,아메리칸항공,2024-08-16,17:25:00,인천,댈러스포트워스,출발
35719,KE5031,대한항공,2024-08-16,17:25:00,인천,댈러스포트워스,출발
35720,MH9428,말레이시아 항공,2024-08-16,17:25:00,인천,댈러스포트워스,출발
35721,ZE511,이스타항공,2024-08-16,17:30:00,인천,방콕/수완나품,출발
35722,CZ696,중국남방항공,2024-08-16,17:30:00,인천,다롄(대련),출발
35723,YP111,에어프레미아,2024-08-16,17:30:00,인천,샌프란시스코,출발
35724,TG653,타이항공,2024-08-16,17:30:00,인천,방콕/수완나품,출발
