key_value,flight_number,airline,flight_date,STD,Departure,ARRIVAL,IO
33397,7C801,제주항공,2024-08-16,11:15:00,청주,제주,출발
33398,7C851,제주항공,2024-08-16,9:55:00,청주,제주,출발
33399,7C853,제주항공,2024-08-16,19:20:00,청주,제주,출발
33400,7C855,제주항공,2024-08-16,18:55:00,청주,제주,출발
33401,7C859,제주항공,2024-08-16,6:00:00,청주,제주,출발
33402,HO1654,길상항공(준야오),2024-08-16,20:50:00,청주,타이유안/타이위안,출발
33403,KE1707,대한항공,2024-08-16,9:15:00,청주,제주,출발
33404,KE1717,대한항공,2024-08-16,14:05:00,청주,제주,출발
33405,KE1725,대한항공,2024-08-16,17:20:00,청주,제주,출발
33406,LJ401,진에어,2024-08-16,7:20:00,청주,제주,출발
33407,LJ403,진에어,2024-08-16,11:35:00,청주,제주,출발
33408,LJ407,진에어,2024-08-16,16:05:00,청주,제주,출발
33409,LJ409,진에어,2024-08-16,17:25:00,청주,제주,출발
33410,LJ411,진에어,2024-08-16,19:15:00,청주,제주,출발
33411,OZ8231,아시아나항공,2024-08-16,6:50:00,청주,제주,출발
33412,OZ8233,아시아나항공,2024-08-16,12:55:00,청주,제주,출발
33413,OZ8235,아시아나항공,2024-08-16,17:10:00,청주,제주,출발
33414,RF312,에어로케이항공,2024-08-16,8:15:00,청주,오사카/간사이,출발
33415,RF318,에어로케이항공,2024-08-16,15:50:00,청주,오사카/간사이,출발
33416,RF322,에어로케이항공,2024-08-16,9:30:00,청주,도쿄/나리타,출발
33417,RF324,에어로케이항공,2024-08-16,16:40:00,청주,도쿄/나리타,출발
33418,RF421,에어로케이항공,2024-08-16,21:35:00,청주,울란바토르/칭기스칸,출발
33419,RF511,에어로케이항공,2024-08-16,10:45:00,청주,타이페이/타오위안,출발
33420,RF527,에어로케이항공,2024-08-16,22:50:00,청주,마닐라,출발
33421,RF531,에어로케이항공,2024-08-16,20:55:00,청주,다낭,출발
33422,RF601,에어로케이항공,2024-08-16,8:20:00,청주,제주,출발
33423,RF609,에어로케이항공,2024-08-16,14:55:00,청주,제주,출발
33424,RF613,에어로케이항공,2024-08-16,18:45:00,청주,제주,출발
33425,TW155,티웨이항공,2024-08-16,21:40:00,청주,나트랑,출발
33426,TW181,티웨이항공,2024-08-16,21:00:00,청주,다낭,출발
33427,TW183,티웨이항공,2024-08-16,19:25:00,청주,방콕/돈므앙,출발
33428,TW247,티웨이항공,2024-08-16,17:40:00,청주,후쿠오카,출발
33429,TW249,티웨이항공,2024-08-16,10:05:00,청주,오사카/간사이,출발
33430,TW685,티웨이항공,2024-08-16,11:30:00,청주,연길/옌지,출발
33431,TW873,티웨이항공,2024-08-16,13:20:00,청주,제주,출발
33432,TW875,티웨이항공,2024-08-16,15:55:00,청주,제주,출발
33433,TW9871,티웨이항공,2024-08-16,8:55:00,청주,제주,출발
33434,TW9873,티웨이항공,2024-08-16,9:25:00,청주,제주,출발
33435,TW9875,티웨이항공,2024-08-16,12:50:00,청주,제주,출발
33436,ZE701,이스타항공,2024-08-16,7:45:00,청주,제주,출발
33437,ZE703,이스타항공,2024-08-16,17:05:00,청주,제주,출발
33438,ZE705,이스타항공,2024-08-16,20:35:00,청주,제주,출발
33439,ZE709,이스타항공,2024-08-16,11:00:00,청주,제주,출발
33440,ZE713,이스타항공,2024-08-16,6:35:00,청주,제주,출발
33441,ZE781,이스타항공,2024-08-16,23:40:00,청주,타이페이/타오위안,출발
33442,ZE781A,이스타항공,2024-08-16,0:05:00,청주,타이페이/타오위안,출발
33443,ZE831,이스타항공,2024-08-16,13:30:00,청주,연길/옌지,출발
33444,7C102,제주항공,2024-08-16,7:40:00,제주,서울/김포,출발
33445,7C104,제주항공,2024-08-16,8:45:00,제주,서울/김포,출발
33446,7C106,제주항공,2024-08-16,9:45:00,제주,서울/김포,출발
33447,7C108,제주항공,2024-08-16,10:10:00,제주,서울/김포,출발
33448,7C110,제주항공,2024-08-16,10:50:00,제주,서울/김포,출발
33449,7C112,제주항공,2024-08-16,11:15:00,제주,서울/김포,출발
33450,7C114,제주항공,2024-08-16,11:40:00,제주,서울/김포,출발
33451,7C116,제주항공,2024-08-16,11:50:00,제주,서울/김포,출발
33452,7C118,제주항공,2024-08-16,12:20:00,제주,서울/김포,출발
33453,7C120,제주항공,2024-08-16,13:25:00,제주,서울/김포,출발
33454,7C122,제주항공,2024-08-16,14:00:00,제주,서울/김포,출발
33455,7C124,제주항공,2024-08-16,15:00:00,제주,서울/김포,출발
33456,7C126,제주항공,2024-08-16,16:25:00,제주,서울/김포,출발
33457,7C128,제주항공,2024-08-16,17:20:00,제주,서울/김포,출발
33458,7C130,제주항공,2024-08-16,17:55:00,제주,서울/김포,출발
33459,7C132,제주항공,2024-08-16,18:40:00,제주,서울/김포,출발
33460,7C134,제주항공,2024-08-16,20:00:00,제주,서울/김포,출발
33461,7C136,제주항공,2024-08-16,20:50:00,제주,서울/김포,출발
33462,7C138,제주항공,2024-08-16,21:05:00,제주,서울/김포,출발
33463,7C140,제주항공,2024-08-16,21:10:00,제주,서울/김포,출발
33464,7C142,제주항공,2024-08-16,21:20:00,제주,서울/김포,출발
33465,7C504,제주항공,2024-08-16,10:45:00,제주,부산/김해,출발
33466,7C506,제주항공,2024-08-16,13:00:00,제주,부산/김해,출발
33467,7C508,제주항공,2024-08-16,14:05:00,제주,부산/김해,출발
33468,7C510,제주항공,2024-08-16,15:20:00,제주,부산/김해,출발
33469,7C514,제주항공,2024-08-16,18:35:00,제주,부산/김해,출발
33470,7C516,제주항공,2024-08-16,20:05:00,제주,부산/김해,출발
33471,7C602,제주항공,2024-08-16,8:20:00,제주,광주,출발
33472,7C606,제주항공,2024-08-16,16:50:00,제주,광주,출발
33473,7C704,제주항공,2024-08-16,14:20:00,제주,대구,출발
33474,7C706,제주항공,2024-08-16,17:45:00,제주,대구,출발
33475,7C802,제주항공,2024-08-16,9:35:00,제주,청주,출발
33476,7C8133,제주항공,2024-08-16,22:40:00,제주,베이징/서우두,출발
33477,7C8135,제주항공,2024-08-16,11:45:00,제주,베이징/다싱,출발
33478,7C8175,제주항공,2024-08-16,21:30:00,제주,시안,출발
33479,7C850A,제주항공,2024-08-16,23:15:00,제주,청주,출발
33480,7C852,제주항공,2024-08-16,8:10:00,제주,청주,출발
33481,7C854,제주항공,2024-08-16,17:30:00,제주,청주,출발
33482,7C856,제주항공,2024-08-16,17:10:00,제주,청주,출발
33483,9C6106,춘추항공,2024-08-16,21:35:00,제주,광저우,출발
33484,9C6150,춘추항공,2024-08-16,7:30:00,제주,난징(남경)/난징,출발
33485,9C6946,춘추항공,2024-08-16,7:30:00,제주,상하이/푸동,출발
33486,9C7206,춘추항공,2024-08-16,7:25:00,제주,베이징/다싱,출발
33487,9C8564,춘추항공,2024-08-16,7:15:00,제주,대련/다롄,출발
33488,9C8568,춘추항공,2024-08-16,21:35:00,제주,상하이/푸동,출발
33489,9C8570,춘추항공,2024-08-16,11:20:00,제주,상하이/푸동,출발
33490,9C8624,춘추항공,2024-08-16,7:30:00,제주,항조우/항저우,출발
33491,9C8626,춘추항공,2024-08-16,7:50:00,제주,닝보,출발
33492,9C8862,춘추항공,2024-08-16,14:30:00,제주,상하이/푸동,출발
33493,9C8914,춘추항공,2024-08-16,22:35:00,제주,톈진,출발
33494,BK2724,오케이항공,2024-08-16,13:50:00,제주,장사,출발
33495,BX8010,에어부산,2024-08-16,16:15:00,제주,서울/김포,출발
33496,BX8012,에어부산,2024-08-16,19:15:00,제주,서울/김포,출발
33497,BX8018,에어부산,2024-08-16,19:30:00,제주,서울/김포,출발
33498,BX8020,에어부산,2024-08-16,17:05:00,제주,서울/김포,출발
33499,BX8022,에어부산,2024-08-16,21:00:00,제주,서울/김포,출발
33500,BX8026,에어부산,2024-08-16,8:55:00,제주,서울/김포,출발
33501,BX8028,에어부산,2024-08-16,13:10:00,제주,서울/김포,출발
33502,BX8040,에어부산,2024-08-16,9:20:00,제주,서울/김포,출발
33503,BX8100,에어부산,2024-08-16,8:30:00,제주,부산/김해,출발
33504,BX8102,에어부산,2024-08-16,9:30:00,제주,부산/김해,출발
33505,BX8104,에어부산,2024-08-16,10:40:00,제주,부산/김해,출발
33506,BX8106,에어부산,2024-08-16,9:10:00,제주,부산/김해,출발
33507,BX8108,에어부산,2024-08-16,13:20:00,제주,부산/김해,출발
33508,BX8110,에어부산,2024-08-16,15:00:00,제주,부산/김해,출발
33509,BX8112,에어부산,2024-08-16,16:30:00,제주,부산/김해,출발
33510,BX8116,에어부산,2024-08-16,18:35:00,제주,부산/김해,출발
33511,BX8118,에어부산,2024-08-16,20:00:00,제주,부산/김해,출발
33512,BX8134,에어부산,2024-08-16,19:15:00,제주,부산/김해,출발
33513,BX8136,에어부산,2024-08-16,9:45:00,제주,부산/김해,출발
33514,BX8138,에어부산,2024-08-16,19:55:00,제주,부산/김해,출발
33515,BX8182,에어부산,2024-08-16,13:15:00,제주,부산/김해,출발
33516,CA612,중국국제항공,2024-08-16,22:20:00,제주,베이징/서우두,출발
33517,CX5697,캐세이퍼시픽항공,2024-08-16,7:25:00,제주,홍콩,출발
33518,GJ8940,룽에어,2024-08-16,22:35:00,제주,항조우/항저우,출발
33519,HO1378,길상항공(준야오),2024-08-16,22:20:00,제주,상하이/푸동,출발
33520,HO1632,길상항공(준야오),2024-08-16,11:45:00,제주,난징(남경)/난징,출발
33521,IT655,타이거에어 타이완,2024-08-16,10:30:00,제주,타이페이/타오위안,출발
33522,JD360,북경수도항공,2024-08-16,22:25:00,제주,항조우/항저우,출발
33523,KE1118,대한항공,2024-08-16,7:00:00,제주,서울/김포,출발
33524,KE1142,대한항공,2024-08-16,8:40:00,제주,서울/김포,출발
33525,KE1150,대한항공,2024-08-16,9:00:00,제주,서울/김포,출발
33526,KE1166,대한항공,2024-08-16,10:00:00,제주,서울/김포,출발
33527,KE1174,대한항공,2024-08-16,10:25:00,제주,서울/김포,출발
33528,KE1178,대한항공,2024-08-16,10:50:00,제주,서울/김포,출발
33529,KE1184,대한항공,2024-08-16,11:15:00,제주,서울/김포,출발
33530,KE1188,대한항공,2024-08-16,11:30:00,제주,서울/김포,출발
33531,KE1200,대한항공,2024-08-16,12:25:00,제주,서울/김포,출발
33532,KE1226,대한항공,2024-08-16,13:45:00,제주,서울/김포,출발
33533,KE1238,대한항공,2024-08-16,14:40:00,제주,서울/김포,출발
33534,KE1246,대한항공,2024-08-16,15:00:00,제주,서울/김포,출발
33535,KE1254,대한항공,2024-08-16,15:50:00,제주,서울/김포,출발
33536,KE1264,대한항공,2024-08-16,16:10:00,제주,서울/김포,출발
33537,KE1266,대한항공,2024-08-16,16:30:00,제주,서울/김포,출발
33538,KE1278,대한항공,2024-08-16,17:00:00,제주,서울/김포,출발
33539,KE1286,대한항공,2024-08-16,17:20:00,제주,서울/김포,출발
33540,KE1294,대한항공,2024-08-16,18:20:00,제주,서울/김포,출발
33541,KE1312,대한항공,2024-08-16,19:05:00,제주,서울/김포,출발
33542,KE1320,대한항공,2024-08-16,19:35:00,제주,서울/김포,출발
33543,KE1324,대한항공,2024-08-16,19:50:00,제주,서울/김포,출발
33544,KE1326,대한항공,2024-08-16,20:20:00,제주,서울/김포,출발
33545,KE1330,대한항공,2024-08-16,20:30:00,제주,서울/김포,출발
33546,KE1336,대한항공,2024-08-16,20:55:00,제주,서울/김포,출발
33547,KE1344,대한항공,2024-08-16,21:15:00,제주,서울/김포,출발
33548,KE1512,대한항공,2024-08-16,8:45:00,제주,부산/김해,출발
33549,KE1538,대한항공,2024-08-16,14:50:00,제주,부산/김해,출발
33550,KE1546,대한항공,2024-08-16,17:20:00,제주,부산/김해,출발
33551,KE1550,대한항공,2024-08-16,18:20:00,제주,부산/김해,출발
33552,KE1554,대한항공,2024-08-16,19:15:00,제주,부산/김해,출발
33553,KE1558,대한항공,2024-08-16,20:20:00,제주,부산/김해,출발
33554,KE1562,대한항공,2024-08-16,21:05:00,제주,부산/김해,출발
33555,KE1570,대한항공,2024-08-16,9:25:00,제주,대구,출발
33556,KE1576,대한항공,2024-08-16,16:45:00,제주,대구,출발
33557,KE1586,대한항공,2024-08-16,13:20:00,제주,진주/사천,출발
33558,KE1596,대한항공,2024-08-16,12:35:00,제주,울산,출발
33559,KE1608,대한항공,2024-08-16,9:10:00,제주,광주,출발
33560,KE1610,대한항공,2024-08-16,11:35:00,제주,광주,출발
33561,KE1614,대한항공,2024-08-16,13:00:00,제주,광주,출발
33562,KE1620,대한항공,2024-08-16,16:10:00,제주,광주,출발
33563,KE1636,대한항공,2024-08-16,12:15:00,제주,여수,출발
33564,KE1704,대한항공,2024-08-16,7:20:00,제주,청주,출발
33565,KE1708,대한항공,2024-08-16,9:00:00,제주,청주,출발
33566,KE1712,대한항공,2024-08-16,12:15:00,제주,청주,출발
33567,KE1722,대한항공,2024-08-16,15:20:00,제주,청주,출발
33568,KE2125,대한항공,2024-08-16,13:05:00,제주,도쿄/나리타,출발
33569,KE2255,대한항공,2024-08-16,15:35:00,제주,베이징/서우두,출발
33570,LJ402,진에어,2024-08-16,9:30:00,제주,청주,출발
33571,LJ406,진에어,2024-08-16,14:15:00,제주,청주,출발
33572,LJ408,진에어,2024-08-16,15:45:00,제주,청주,출발
33573,LJ410,진에어,2024-08-16,17:25:00,제주,청주,출발
33574,LJ412,진에어,2024-08-16,21:25:00,제주,청주,출발
33575,LJ422,진에어,2024-08-16,8:05:00,제주,대구,출발
33576,LJ424,진에어,2024-08-16,12:00:00,제주,대구,출발
33577,LJ426,진에어,2024-08-16,13:55:00,제주,대구,출발
33578,LJ428,진에어,2024-08-16,16:35:00,제주,대구,출발
33579,LJ430,진에어,2024-08-16,21:00:00,제주,대구,출발
33580,LJ436,진에어,2024-08-16,12:25:00,제주,포항/포항경주,출발
33581,LJ438,진에어,2024-08-16,19:05:00,제주,포항/포항경주,출발
33582,LJ440,진에어,2024-08-16,10:50:00,제주,울산,출발
33583,LJ452,진에어,2024-08-16,7:45:00,제주,광주,출발
33584,LJ454,진에어,2024-08-16,13:55:00,제주,광주,출발
33585,LJ456,진에어,2024-08-16,14:55:00,제주,광주,출발
33586,LJ458,진에어,2024-08-16,18:15:00,제주,광주,출발
33587,LJ462,진에어,2024-08-16,15:25:00,제주,여수,출발
33588,LJ464,진에어,2024-08-16,11:00:00,제주,군산,출발
33589,LJ468,진에어,2024-08-16,18:25:00,제주,무안,출발
33590,LJ472,진에어,2024-08-16,9:05:00,제주,원주,출발
33591,LJ474,진에어,2024-08-16,15:20:00,제주,원주,출발
33592,LJ502,진에어,2024-08-16,8:20:00,제주,서울/김포,출발
33593,LJ504,진에어,2024-08-16,9:20:00,제주,서울/김포,출발
33594,LJ506,진에어,2024-08-16,12:30:00,제주,서울/김포,출발
33595,LJ508,진에어,2024-08-16,13:15:00,제주,서울/김포,출발
33596,LJ510,진에어,2024-08-16,17:10:00,제주,서울/김포,출발
33597,LJ512,진에어,2024-08-16,17:50:00,제주,서울/김포,출발
33598,LJ514,진에어,2024-08-16,21:10:00,제주,서울/김포,출발
33599,LJ516,진에어,2024-08-16,21:20:00,제주,서울/김포,출발
33600,LJ562,진에어,2024-08-16,10:30:00,제주,부산/김해,출발
33601,LJ564,진에어,2024-08-16,13:00:00,제주,부산/김해,출발
33602,LJ566,진에어,2024-08-16,17:25:00,제주,부산/김해,출발
33603,LJ568,진에어,2024-08-16,19:15:00,제주,부산/김해,출발
33604,LJ570,진에어,2024-08-16,16:05:00,제주,부산/김해,출발
33605,LJ819,진에어,2024-08-16,22:00:00,제주,상하이/푸동,출발
33606,MU5038,중국동방항공,2024-08-16,16:00:00,제주,상하이/푸동,출발
33607,MU5060,중국동방항공,2024-08-16,13:40:00,제주,상하이/푸동,출발
33608,OZ6861,아시아나항공,2024-08-16,22:20:00,제주,상하이/푸동,출발
33609,OZ6863,아시아나항공,2024-08-16,11:45:00,제주,난징(남경)/난징,출발
33610,OZ8010,아시아나항공,2024-08-16,16:15:00,제주,서울/김포,출발
33611,OZ8018,아시아나항공,2024-08-16,19:30:00,제주,서울/김포,출발
33612,OZ8020,아시아나항공,2024-08-16,17:05:00,제주,서울/김포,출발
33613,OZ8022,아시아나항공,2024-08-16,21:00:00,제주,서울/김포,출발
33614,OZ8026,아시아나항공,2024-08-16,8:55:00,제주,서울/김포,출발
33615,OZ8028,아시아나항공,2024-08-16,13:10:00,제주,서울/김포,출발
33616,OZ8040,아시아나항공,2024-08-16,9:20:00,제주,서울/김포,출발
33617,OZ8100,아시아나항공,2024-08-16,8:30:00,제주,부산/김해,출발
33618,OZ8104,아시아나항공,2024-08-16,10:40:00,제주,부산/김해,출발
33619,OZ8106,아시아나항공,2024-08-16,9:10:00,제주,부산/김해,출발
33620,OZ8108,아시아나항공,2024-08-16,13:20:00,제주,부산/김해,출발
33621,OZ8110,아시아나항공,2024-08-16,15:00:00,제주,부산/김해,출발
33622,OZ8112,아시아나항공,2024-08-16,16:30:00,제주,부산/김해,출발
33623,OZ8116,아시아나항공,2024-08-16,18:35:00,제주,부산/김해,출발
33624,OZ8118,아시아나항공,2024-08-16,20:00:00,제주,부산/김해,출발
33625,OZ8122,아시아나항공,2024-08-16,7:55:00,제주,대구,출발
33626,OZ8126,아시아나항공,2024-08-16,17:25:00,제주,대구,출발
33627,OZ8136,아시아나항공,2024-08-16,9:45:00,제주,부산/김해,출발
33628,OZ8138,아시아나항공,2024-08-16,19:55:00,제주,부산/김해,출발
33629,OZ8140,아시아나항공,2024-08-16,8:30:00,제주,광주,출발
33630,OZ8142,아시아나항공,2024-08-16,11:20:00,제주,광주,출발
33631,OZ8144,아시아나항공,2024-08-16,13:10:00,제주,광주,출발
33632,OZ8146,아시아나항공,2024-08-16,16:35:00,제주,광주,출발
33633,OZ8196,아시아나항공,2024-08-16,10:15:00,제주,여수,출발
33634,OZ8198,아시아나항공,2024-08-16,14:35:00,제주,여수,출발
33635,OZ8232,아시아나항공,2024-08-16,11:15:00,제주,청주,출발
33636,OZ8234,아시아나항공,2024-08-16,15:10:00,제주,청주,출발
33637,OZ8236,아시아나항공,2024-08-16,21:20:00,제주,청주,출발
33638,OZ8900,아시아나항공,2024-08-16,6:30:00,제주,서울/김포,출발
33639,OZ8904,아시아나항공,2024-08-16,7:55:00,제주,서울/김포,출발
33640,OZ8912,아시아나항공,2024-08-16,8:45:00,제주,서울/김포,출발
33641,OZ8914,아시아나항공,2024-08-16,9:20:00,제주,서울/김포,출발
33642,OZ8920,아시아나항공,2024-08-16,10:20:00,제주,서울/김포,출발
33643,OZ8922,아시아나항공,2024-08-16,12:10:00,제주,서울/김포,출발
33644,OZ8924,아시아나항공,2024-08-16,12:35:00,제주,서울/김포,출발
33645,OZ8932,아시아나항공,2024-08-16,13:10:00,제주,서울/김포,출발
33646,OZ8936,아시아나항공,2024-08-16,13:45:00,제주,서울/김포,출발
33647,OZ8944,아시아나항공,2024-08-16,14:10:00,제주,서울/김포,출발
33648,OZ8948,아시아나항공,2024-08-16,14:25:00,제주,서울/김포,출발
33649,OZ8950,아시아나항공,2024-08-16,15:10:00,제주,서울/김포,출발
33650,OZ8956,아시아나항공,2024-08-16,15:55:00,제주,서울/김포,출발
33651,OZ8964,아시아나항공,2024-08-16,16:55:00,제주,서울/김포,출발
33652,OZ8970,아시아나항공,2024-08-16,17:00:00,제주,서울/김포,출발
33653,OZ8972,아시아나항공,2024-08-16,18:50:00,제주,서울/김포,출발
33654,OZ8980,아시아나항공,2024-08-16,19:00:00,제주,서울/김포,출발
33655,OZ8982,아시아나항공,2024-08-16,19:30:00,제주,서울/김포,출발
33656,OZ8986,아시아나항공,2024-08-16,19:50:00,제주,서울/김포,출발
33657,OZ8992,아시아나항공,2024-08-16,20:55:00,제주,서울/김포,출발
33658,OZ8994,아시아나항공,2024-08-16,21:00:00,제주,서울/김포,출발
33659,OZ8996,아시아나항공,2024-08-16,20:50:00,제주,서울/김포,출발
33660,PN6528,서부항공,2024-08-16,21:45:00,제주,정주/정저우,출발
33661,QW9912,칭다오항공,2024-08-16,22:05:00,제주,청도/칭다오,출발
33662,RF602,에어로케이항공,2024-08-16,10:20:00,제주,청주,출발
33663,RF610,에어로케이항공,2024-08-16,16:40:00,제주,청주,출발
33664,RF614,에어로케이항공,2024-08-16,21:25:00,제주,청주,출발
33665,RS902,에어서울,2024-08-16,7:45:00,제주,서울/김포,출발
33666,RS904,에어서울,2024-08-16,11:35:00,제주,서울/김포,출발
33667,RS906,에어서울,2024-08-16,15:30:00,제주,서울/김포,출발
33668,RS908,에어서울,2024-08-16,20:05:00,제주,서울/김포,출발
33669,TR813,스쿠트 항공,2024-08-16,9:10:00,제주,싱가폴/싱가포르,출발
33670,TW245,티웨이항공,2024-08-16,16:15:00,제주,오사카/간사이,출발
33671,TW687,티웨이항공,2024-08-16,12:20:00,제주,타이페이/타오위안,출발
33672,TW702,티웨이항공,2024-08-16,7:55:00,제주,서울/김포,출발
33673,TW706,티웨이항공,2024-08-16,9:00:00,제주,서울/김포,출발
33674,TW708,티웨이항공,2024-08-16,9:50:00,제주,서울/김포,출발
33675,TW710,티웨이항공,2024-08-16,11:05:00,제주,서울/김포,출발
33676,TW712,티웨이항공,2024-08-16,11:35:00,제주,서울/김포,출발
33677,TW714,티웨이항공,2024-08-16,11:40:00,제주,서울/김포,출발
33678,TW716,티웨이항공,2024-08-16,12:15:00,제주,서울/김포,출발
33679,TW718,티웨이항공,2024-08-16,12:40:00,제주,서울/김포,출발
33680,TW720,티웨이항공,2024-08-16,13:30:00,제주,서울/김포,출발
33681,TW726,티웨이항공,2024-08-16,16:20:00,제주,서울/김포,출발
33682,TW728,티웨이항공,2024-08-16,17:40:00,제주,서울/김포,출발
33683,TW732,티웨이항공,2024-08-16,19:55:00,제주,서울/김포,출발
33684,TW734,티웨이항공,2024-08-16,20:20:00,제주,서울/김포,출발
33685,TW736,티웨이항공,2024-08-16,21:05:00,제주,서울/김포,출발
33686,TW802,티웨이항공,2024-08-16,8:25:00,제주,대구,출발
33687,TW806,티웨이항공,2024-08-16,18:05:00,제주,대구,출발
33688,TW808,티웨이항공,2024-08-16,19:10:00,제주,대구,출발
33689,TW810,티웨이항공,2024-08-16,21:10:00,제주,대구,출발
33690,TW814,티웨이항공,2024-08-16,8:20:00,제주,대구,출발
33691,TW816,티웨이항공,2024-08-16,21:45:00,제주,대구,출발
33692,TW818,티웨이항공,2024-08-16,18:35:00,제주,대구,출발
33693,TW874,티웨이항공,2024-08-16,15:05:00,제주,청주,출발
33694,TW876,티웨이항공,2024-08-16,18:05:00,제주,청주,출발
33695,TW902,티웨이항공,2024-08-16,10:35:00,제주,광주,출발
33696,TW904,티웨이항공,2024-08-16,13:35:00,제주,광주,출발
33697,TW906,티웨이항공,2024-08-16,14:45:00,제주,광주,출발
33698,TW908,티웨이항공,2024-08-16,18:10:00,제주,광주,출발
33699,TW9872,티웨이항공,2024-08-16,10:40:00,제주,청주,출발
33700,TW9874,티웨이항공,2024-08-16,11:25:00,제주,청주,출발
33701,TW9876,티웨이항공,2024-08-16,14:40:00,제주,청주,출발
33702,UO697,홍콩익스프레스,2024-08-16,7:25:00,제주,홍콩,출발
33703,ZE202,이스타항공,2024-08-16,8:05:00,제주,서울/김포,출발
33704,ZE204,이스타항공,2024-08-16,8:35:00,제주,서울/김포,출발
33705,ZE206,이스타항공,2024-08-16,8:50:00,제주,서울/김포,출발
33706,ZE208,이스타항공,2024-08-16,9:50:00,제주,서울/김포,출발
33707,ZE210,이스타항공,2024-08-16,11:45:00,제주,서울/김포,출발
33708,ZE212,이스타항공,2024-08-16,12:45:00,제주,서울/김포,출발
33709,ZE214,이스타항공,2024-08-16,13:00:00,제주,서울/김포,출발
33710,ZE216,이스타항공,2024-08-16,13:30:00,제주,서울/김포,출발
33711,ZE220,이스타항공,2024-08-16,15:30:00,제주,서울/김포,출발
33712,ZE222,이스타항공,2024-08-16,17:35:00,제주,서울/김포,출발
33713,ZE224,이스타항공,2024-08-16,18:00:00,제주,서울/김포,출발
33714,ZE228,이스타항공,2024-08-16,19:45:00,제주,서울/김포,출발
33715,ZE230,이스타항공,2024-08-16,20:25:00,제주,서울/김포,출발
33716,ZE232,이스타항공,2024-08-16,21:15:00,제주,서울/김포,출발
33717,ZE2871,이스타항공,2024-08-16,8:35:00,제주,부산/김해,출발
33718,ZE302,이스타항공,2024-08-16,9:30:00,제주,군산,출발
33719,ZE304,이스타항공,2024-08-16,16:25:00,제주,군산,출발
33720,ZE691,이스타항공,2024-08-16,22:00:00,제주,상하이/푸동,출발
33721,ZE702,이스타항공,2024-08-16,7:50:00,제주,청주,출발
33722,ZE704,이스타항공,2024-08-16,18:45:00,제주,청주,출발
33723,ZE706,이스타항공,2024-08-16,21:25:00,제주,청주,출발
33724,ZE708,이스타항공,2024-08-16,14:30:00,제주,청주,출발
33725,ZE714,이스타항공,2024-08-16,9:40:00,제주,청주,출발
33726,ZE885,이스타항공,2024-08-16,22:40:00,제주,타이페이/타오위안,출발
33727,ZE906,이스타항공,2024-08-16,8:35:00,제주,부산/김해,출발
33728,7C101,제주항공,2024-08-16,6:15:00,서울/김포,제주,출발
33729,7C103,제주항공,2024-08-16,6:25:00,서울/김포,제주,출발
33730,7C105,제주항공,2024-08-16,7:00:00,서울/김포,제주,출발
33731,7C107,제주항공,2024-08-16,7:40:00,서울/김포,제주,출발
33732,7C109,제주항공,2024-08-16,9:00:00,서울/김포,제주,출발
33733,7C111,제주항공,2024-08-16,9:25:00,서울/김포,제주,출발
33734,7C113,제주항공,2024-08-16,10:30:00,서울/김포,제주,출발
33735,7C115,제주항공,2024-08-16,11:35:00,서울/김포,제주,출발
33736,7C117,제주항공,2024-08-16,12:05:00,서울/김포,제주,출발
33737,7C119,제주항공,2024-08-16,12:35:00,서울/김포,제주,출발
33738,7C121,제주항공,2024-08-16,13:10:00,서울/김포,제주,출발
33739,7C123,제주항공,2024-08-16,13:30:00,서울/김포,제주,출발
33740,7C125,제주항공,2024-08-16,14:40:00,서울/김포,제주,출발
33741,7C127,제주항공,2024-08-16,15:10:00,서울/김포,제주,출발
33742,7C129,제주항공,2024-08-16,15:30:00,서울/김포,제주,출발
33743,7C131,제주항공,2024-08-16,15:55:00,서울/김포,제주,출발
33744,7C133,제주항공,2024-08-16,16:50:00,서울/김포,제주,출발
33745,7C135,제주항공,2024-08-16,18:15:00,서울/김포,제주,출발
33746,7C137,제주항공,2024-08-16,19:10:00,서울/김포,제주,출발
33747,7C1382,제주항공,2024-08-16,8:20:00,서울/김포,오사카/간사이,출발
33748,7C1384,제주항공,2024-08-16,14:00:00,서울/김포,오사카/간사이,출발
33749,7C139,제주항공,2024-08-16,19:30:00,서울/김포,제주,출발
33750,7C141,제주항공,2024-08-16,20:30:00,서울/김포,제주,출발
33751,7C202,제주항공,2024-08-16,6:20:00,서울/김포,부산/김해,출발
33752,7C208,제주항공,2024-08-16,19:40:00,서울/김포,부산/김해,출발
33753,BR155,에바항공(장영항공),2024-08-16,13:50:00,서울/김포,타이페이/쑹산,출발
33754,BX8011,에어부산,2024-08-16,6:45:00,서울/김포,제주,출발
33755,BX8015,에어부산,2024-08-16,18:05:00,서울/김포,제주,출발
33756,BX8019,에어부산,2024-08-16,17:40:00,서울/김포,제주,출발
33757,BX8021,에어부산,2024-08-16,15:05:00,서울/김포,제주,출발
33758,BX8023,에어부산,2024-08-16,19:05:00,서울/김포,제주,출발
33759,BX8025,에어부산,2024-08-16,8:40:00,서울/김포,제주,출발
33760,BX8029,에어부산,2024-08-16,10:55:00,서울/김포,제주,출발
33761,BX8041,에어부산,2024-08-16,7:20:00,서울/김포,제주,출발
33762,BX8805,에어부산,2024-08-16,7:20:00,서울/김포,부산/김해,출발
